name,release_date,image,songs,notes,artist,genre,price
Got2get2gether,1999,https://i.discogs.com/OQZNfoZJqTR_XLtf7nNpKBQfR9792gMqWkULbEYoq4A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0Njk5/NS0xMTQyMDAyMjc1/LmpwZWc.jpeg,Got2get2gether (Down The Pit At The Kazbah Mix)|Got2get2gether (Radio Edit)|Got2get2gether (Oshun Flow's Abyss Mix)|Got2get2gether (Oshun Flow's Beats),,Oshun Flow / The Man From Atlantis*,"[""Electronic""]",2.21
Mesmerized,1999,https://i.discogs.com/q7oaANkwZDb7vtT_OSgLMU_JHvoY4mnOX6asmTueg_o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3NjQx/Mi0xMTA4MTI0MTI5/LmpwZw.jpeg,Mesmerized (M.F.A.'s Original Mix)|Mesmerized (M.F.A.'s Viable Alternative)|Mesmerized (Chicken Lips Re-edit)|Mesmerized (Oshun Flow's Abyss Dub),,Oshun Flow / The Man From Atlantis*,"[""Electronic""]",5.33
Sentient Being,1999,https://i.discogs.com/OVS85py5-bNywpCLxn3ewLRMnsgQXHOocXq-QYC_jfc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2ODE1/MzEwLTE2ODE5Mzc1/ODktODM5Ni5qcGVn.jpeg,Ebony Chick (Oshun Flow's Abyss Dub)|Midsummer Day|Love Minor|Lost In The Loft|K2morrow|Corker|The Disco Man|Big Love (The Dronez Dub)|Fierce Child|Gummibjørn (Vocal Mix)|Violet|Biscaya Beach Bum|Reggae's House|Pleasures & Treasures|Mighty Dread|Feels Like (Dub Mix)|Was It Good For You|Disco Recovery (DJ Tony Dub)|Untitled|G.B.H. (Groovy Bouncy House)|Skylark|Be-Dup,,Oshun Flow / The Man From Atlantis*,"[""Electronic""]",0
Sentient Being,1999,https://i.discogs.com/3lnmu5YKA-RPvk3oKCQuBExerFR9NU88uoESWXQgUuQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MTk4/MTE3LTE1Njk3MDIx/ODAtNTc1Ni5wbmc.jpeg,Ebony Chick (Oshun Flow's Abyss Dub)|Midsummer Day|Love Minor|Lost In The Loft|K2morrow|Corker|The Disco Man|Big Love (The Dronez Dub)|Fierce Child|Gummibjørn (Vocal Mix)|Violet|Biscaya Beach Bum|Reggae's House|Pleasures & Treasures|Mighty Dread|Feels Like (Dub Mix)|Was It Good For You|Disco Recovery (DJ Tony Dub)|Untitled|G.B.H. (Groovy Bouncy House)|Skylark|Be-Dup,,Oshun Flow / The Man From Atlantis*,"[""Electronic""]",0
Il Federale (Musiche Dalla Colonna Sonora Originale Del Film) ,1961,https://i.discogs.com/LJNv7fTSh80WKGW6GEeFj1Ygr-NVmaAKfANn5gPfElw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Njcw/MTg4LTE1NzkzMDAx/MzQtNDcwMC5qcGVn.jpeg,Titoli|Marcia Del Viaggio|Arcovazzi E Bonafé In Viaggio|Tema Dell'Auto Anfibia|Tema Di Bonafé E Colloquio Delle Fragole|Equilibrismo Di Arcovazzi E Fuga Dai Partigiani|Inseguimento E Campo Minato|Finale,,Ennio Morricone,"[""Jazz"", ""Funk / Soul"", ""Classical"", ""Brass & Military"", ""Stage & Screen""]",0
I Malamondo (Colonna Sonora Originale),1964,https://i.discogs.com/IqW9bpnSHXJlp2bvda3OQBpJ3OiDNA-sH2xrCyb7NnQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MzU0/MzItMTcxMzg4Njcw/Ny02MzgyLmpwZWc.jpeg,La Facce (Titoli Di Testa)|Penso A Te|L'Ultima Volta|Questi Vent'Anni Miei|La Prima Volta|Stanchezza|Nulla Da Fare|Bianco E Nero|Muscoli Di Velluto|Senza Freno|Party Proibito|Walzer Bossa Nova|Dachau|S.O.S.|Twist Delle Zitelle|I Dispari|La City|Matricole|Sospesi Nel Cielo,,Ennio Morricone,"[""Jazz"", ""Rock"", ""Pop"", ""Classical"", ""Stage & Screen""]",7.5
Per Un Pugno Di Dollari,1964,https://i.scdn.co/image/ab67616d0000b273c1d5763c34d4f2583d92f40d,Per Un Pugno Di Dollari|Titoli,,Ennio Morricone,"[""Classical"", ""Stage & Screen""]",0.56
Angel Face / Una Pistola Per Ringo (Colonna Sonora Originale),1965,https://i.discogs.com/kBfOaKCtIdal59vJCgbn8bF_c9j-30P6rCW9iGMKhJc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3OTY4/NzctMTU5NjMxNjY3/OS0yMTc0LmpwZWc.jpeg,Angel Face|Una Pistola Per Ringo,,Ennio Morricone,"[""Jazz"", ""Rock"", ""Pop"", ""Classical"", ""Stage & Screen""]",1.15
Slalom,1965,https://i.scdn.co/image/ab67616d0000b27375c06622cf63f61bd8284db7,Slalom|Sestriere,,Ennio Morricone,"[""Stage & Screen""]",115.12
La Resa Dei Conti / Per Qualche Dollaro In Più (Dalla Colonna Originale Del Film),1965,https://i.discogs.com/rULNbc4fffJjxZLmp8h8JoQXKp-H9QKz2aaz5vOU4Zk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMjk0/ODItMTM1MDk3OTMy/MC00NTc5LmpwZWc.jpeg,La Resa Dei Conti|Per Qualche Dollaro In Più,,Ennio Morricone,"[""Stage & Screen""]",0.45
Mènage All'Italiana,1966,https://i.scdn.co/image/ab67616d0000b273e9f20eade7145ad3bcb45c1e,In Fondo Ai Miei Occhi|Ho Messo Gli Occhi Su Di Te|1 + 1 + 1 = 4|La Moglie Assassina|Mènage All'Italiana - In Fondo Ai Miei Occhi |Fermateli !|Ho Messo Gli Occhi Su Di Te |In Fondo Ai Miei Occhi|Un Fiore È Nato|La Moglie Calabrese|La Moglie Bambina|Giallo E Arrancione|La Moglie Tardona|Funerale Stonato|Matrimonio Felice|La Bionda Svedese,,Ennio Morricone,"[""Stage & Screen""]",9.0
Svegliati E Uccidi (Colonna Sonora Originale Del Film),1966,https://i.discogs.com/QBCg_E_fR9tTU8ioR7wKLJkirl1FpSK24Kf0ghqAm-g/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQzNDI3/My0xMzU0NTcyNjA2/LTM1MjMuanBlZw.jpeg,Una Stanza Vuota|Un Uomo Solo|Colpo Alla Gioielleria|Una Stanza Vuota|La Prima Vittima|Sul Lago Di Lugano|Svegliati E Uccidi|La Donna Di Un Fuorilegge|Una Stanza Vuota|Una Tromba A Dallas,,Ennio Morricone,"[""Jazz"", ""Rock"", ""Stage & Screen""]",7.0
Marcia Dei Mac Gregor / Santa Fè Express,1966,https://i.discogs.com/_4gE1uNvvC4AlG7aF9K3uV_LD7pbPn77Pm8HDzn5U2w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2OTA0/NjEtMTM3MjM0NzYy/Mi0xMjE1LmpwZWc.jpeg,Marcia Dei Mac Gregor|Santa Fè Express,,Ennio Morricone,"[""Jazz"", ""Stage & Screen""]",4.53
La Battaglia Di Algeri,1966,https://i.scdn.co/image/ab67616d0000b27306ba0bac85f4da36b486eae3,Algeri 1° Novembre 1954|Rue De Tibes|Giugno 1956 : Gli Attentati|Il Bastone E La Carota|Il Dolore Sulla Casbah|Tema Di Ali|Luglio 1956 : Gli Attentati|Matrimonio Clandestino|4 Gennaio 1957 : Accerchiamento Della Casbah|Le Torture,,Ennio Morricone,"[""Stage & Screen""]",12.0
La Ballata Dei Berretti Verdi,1966,https://i.discogs.com/N8KzO3Jew0QlRgxAlpZjgu0whiG41fwWg6DU0hhDyrg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNjAw/OTYtMTU0OTkxNTEz/OC01MzMzLmpwZWc.jpeg,La Ballata Dei Berretti Verdi|Una Tromba A Dallas,,Ennio Morricone,"[""Pop"", ""Stage & Screen""]",2.33
"Il Buono, Il Brutto, Il Cattivo (Colonna Sonora Originale)",1966,https://i.scdn.co/image/ab67616d0000b27360e13745df534507afaad46d,Il Buono Il Brutto Il Cattivo|L'Estasi Dell'Oro (Dedicato A.....) ,,Ennio Morricone,"[""Jazz"", ""Stage & Screen""]",3.7
Come Imparai Ad Amare Le Donne (Colonna Sonora Originale Del Film),1966,https://i.discogs.com/sP5QIoG336V41c5Kph7pF_ZA-DoBCtaQNDIIci_MEHw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwODA0/OTgtMTQxMjI2MjMy/MC03OTQ5LmpwZWc.jpeg,Pioggia Sul Tuo Viso|La Diva|La Donna Gattina|La Donna Romantica|Pizzicato|Pioggia Sul Tuo Viso|Alta Moda|Alla Corte Di Luigi|La Duchessa,,Ennio Morricone,"[""Stage & Screen""]",9.0
La Muerte Tenía Un Precio (Banda Sonora Original De La Película),1966,https://i.scdn.co/image/ab67616d0000b273cf0980a55865fb3b63ad89ea,La Resa Dei Conti = Rindiendo Cuentas|Poker D'assi = Poker De Ases|Per Qualche Dollaro In Piu = La Muerte Tenia Un Precio|Il Vizio D'uccidere = El Vicio De Matar,"First release in black RCA labels, reissues in orange ones",Ennio Morricone,"[""Stage & Screen""]",0.64
Western Giants (Original Sound Tracks),1966,https://i.discogs.com/1mE9XoiDAutidHHon-_bUE49MwqpTUIvuMfxG9NFMIM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY5Mzgz/OS0xMjI1MTk1NTIz/LmpwZWc.jpeg,Per Qualche Dollaro In Più|La Resa Dei Conti|Poker D'Assi|Osservatori Osservati|Il Vizio D'Uccidere|Carillon|Il Colpo|Addio Colonnello|Per Qualche Dollaro In Più|Per Un Pugno Di Dollari|Per Un Pugno Di Dollari|Quasi Morto|Square Dance|L'Inseguimento|La Reazione|Senza Pietà|Titoli,"–Per un pugno di dollari (1964) –Per qualche dollaro in più (1965) (Italy)
(two film soundtracks on one release)

International film titles:
–Pour Une Poignée De Dollars / Pour Quelques Dollars De Plus (France)
–A Fistful of Dollars / For a Few Dollars More (USA)
–Für eine Handvoll Dollar / Für ein paar Dollar mehr (Germany)
–La Muerte tenía un precio (Por un puñado de dólares) / Por unos cuantos (pocos) dólares más (Spain)",Ennio Morricone,"[""Classical"", ""Stage & Screen""]",1.16
Morricone Rmx,2001,https://i.discogs.com/YibUkDG1rJfXkgBonRufoIHm21ftOaJUJLeVtU8-Sf8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDAw/OS0xMjUwMTA3NTYz/LmpwZWc.jpeg,"The Man With The Harmonica (Apollo 440 Remix)|For A Few Dollars More (Terranova Remix)|Here's To You (Copasetic Con Vivi E Selda Remix)|Belinda May (Fantastic Plastic Machine Edit)|Clan Of The Sicilians (Amok Sicilian Remix)|Chi Mai (Edited Chi Mai Remix)|Il Grande Silencio (Thievery Corporation Remix)|Un Bacio (Un Bacio è Un Bacio è Un Bacio Remix)|Doricamente (Tommy Hools Remix)|Giocoso, Gioioso (Groove Corporation Remix)|La Bambola / Come Maddalena (Sofa Surfers Remix)|La Lucertola (De-Phazz Dub Mix)|Clan Of The Sicilians (Clone Of The Sicilians Mix)",,Ennio Morricone,"[""Electronic""]",1.15
Morricone Rmx Sampler,2001,https://i.discogs.com/h_NJI6725wbRvDNpTQ3kY0qFZ9LtA6APOTb2c-vlLqA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NDg3/NC0xMjU5Njk1NTQ2/LmpwZWc.jpeg,The Man With The Harmonica (Remix)|Clan Of The Sicilians (Remix)|Chi Mai (Remix)|Here's To You (Remix)|Grande Silencio (Remix)|Doricamente (Remix)|For A Few Dollars More (Remix)|Clan Of The Sicilians (Remix),,Ennio Morricone,"[""Electronic""]",2.33
Morricone Rmx,2001,https://i.discogs.com/F_65UvEqs-w6q1dgnwOP9tx0aWrsh5AiE4uwCfiZH-c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NzMz/LTE0MzU3MTc0MzYt/MzAyMS5qcGVn.jpeg,"The Man With The Harmonica (Apollo 440 Remix)|For A Few Dollars More (Terranova Remix)|Here's To You (Copasetic Con Vivi E Selda Remix)|Belinda May (Fantastic Plastic Machine Edit)|Clan Of The Sicilians (Amok Sicilian Remix)|Chi Mai (Edited Chi Mai Remix)|Il Grande Silencio (Thievery Corporation Remix)|Un Bacio (Un Bacio è Un Bacio è Un Bacio Remix)|Doricamente (Tommy Hools Remix)|Giocoso, Gioioso (Groove Corporation Remix)|La Bambola / Come Maddalena (Sofa Surfers Remix)|La Lucertola (De-Phazz Dub Mix)|Clan Of The Sicilians (Clone Of The Sicilians Mix)",,Ennio Morricone,"[""Electronic""]",1.15
The Future Sound Of Ennio Morricone,2001,https://i.discogs.com/iIqM_3cRELfG1iavQhpsw3brk883DbiGdMhxx3zgKKQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2NzE4/NDktMTIzNjI1NTAy/NS5qcGVn.jpeg,"The Man With The Harmonica (Apollo 440 Remix)|For A Few Dollars More (Terranova Remix)|Here's To You (Copasetic Con Vivi E Selda Remix)|Belinda May (Fantastic Plastic Machine Edit)|Clan Of The Sicilians (Amok Sicilian Remix)|Chi Mai (Edited Chi Mai Remix)|Il Grande Silencio (Thievery Corporation Remix)|Un Bacio (Un Bacio è Un Bacio è Un Bacio Remix)|Doricamente (Tommy Hools Remix)|Giocoso, Gioioso (Groove Corporation Remix)|La Bambola / Come Maddalena (Sofa Surfers Remix)|La Lucertola (De-Phazz Dub Mix)|Clan Of The Sicilians (Clone Of The Sicilians Mix)",,Ennio Morricone,"[""Electronic""]",1.15
Morricone Rmx,2001,https://i.discogs.com/F_65UvEqs-w6q1dgnwOP9tx0aWrsh5AiE4uwCfiZH-c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NzMz/LTE0MzU3MTc0MzYt/MzAyMS5qcGVn.jpeg,"The Man With The Harmonica (Apollo 440 Remix)|For A Few Dollars More (Terranova Remix)|Here's To You (Copasetic Con Vivi E Selda Remix)|Belinda May (Fantastic Plastic Machine Edit)|Clan Of The Sicilians (Amok Sicilian Remix)|Chi Mai (Edited Chi Mai Remix)|Il Grande Silencio (Thievery Corporation Remix)|Un Bacio (Un Bacio è Un Bacio è Un Bacio Remix)|Doricamente (Tommy Hools Remix)|Giocoso, Gioioso (Groove Corporation Remix)|La Bambola / Come Maddalena (Sofa Surfers Remix)|La Lucertola (De-Phazz Dub Mix)|Clan Of The Sicilians (Clone Of The Sicilians Mix)",,Ali N. Askin,"[""Electronic""]",1.15
La Linea - La Musica (Original Soundtrack),2004,https://i.discogs.com/l7XcdSzyuN1fuJyzlPprGu5tzKG8cxvtfzmiU-Ypf7Q/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxMTI3/NS0xMTU3Mzk1NjIy/LmpwZWc.jpeg,Countdown Uno / Linea Uno (Dip-Di-Casa Mix)|Linea Cinque Impaziente / Risata Uno|Linea Tre Jazz Rapido|Zampognaro / Linea Preludio|Linea Cinque Originale|Lui Commento Linea Tre Jazz Rapido|Linea Uno Voce Originale|Badubadu|Countdown Due (Linea Battuto Mix)|Sonatore Di Wild West|Baiubadu (Linea Due) Breve|Linea Cinque Variante|Linea Cinque Bossa|Risata Due / Linea Cinque Rock|Linea Amore / Linea Cinque Midi|Linea Quattro|Linea Cinque Chitarra|Baiubadu (Linea Due)|Trazom A.W. Edit|Bonus Tracks (Audio Excerpts Taken From Various Episodes)|Vent' Anni Dopo|La Linea Seguito 206 Chitarra (Badubadu)|La Linea Seguito 125 (Baiubadu)|La Linea Seguito 132 (Dubidubadu)|La Linea Seguito 8 (Dibidibidi)|Baiubadu (Linea Due) Finale|Dankeschön,,Ali N. Askin,"[""Electronic"", ""Jazz"", ""Non-Music"", ""Stage & Screen""]",6.62
Morricone Rmx,2001,https://i.discogs.com/F_65UvEqs-w6q1dgnwOP9tx0aWrsh5AiE4uwCfiZH-c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NzMz/LTE0MzU3MTc0MzYt/MzAyMS5qcGVn.jpeg,"The Man With The Harmonica (Apollo 440 Remix)|For A Few Dollars More (Terranova Remix)|Here's To You (Copasetic Con Vivi E Selda Remix)|Belinda May (Fantastic Plastic Machine Edit)|Clan Of The Sicilians (Amok Sicilian Remix)|Chi Mai (Edited Chi Mai Remix)|Il Grande Silencio (Thievery Corporation Remix)|Un Bacio (Un Bacio è Un Bacio è Un Bacio Remix)|Doricamente (Tommy Hools Remix)|Giocoso, Gioioso (Groove Corporation Remix)|La Bambola / Come Maddalena (Sofa Surfers Remix)|La Lucertola (De-Phazz Dub Mix)|Clan Of The Sicilians (Clone Of The Sicilians Mix)",,Ali N. Askin,"[""Electronic""]",1.15
Phonetical Crime,1987,https://i.discogs.com/9kyIs7IQSvtg0jdu74ipdzZW9MyBEVSPo90TsfW2cro/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM4MDc0/NjItMTcwMDc1NDM2/OC02MzU1LmpwZWc.jpeg,Phonetical Crime|Choice Of Freedom,,Ali N. Askin,"[""Electronic"", ""Rock""]",4.65
The Yellow Shark,1993,https://i.discogs.com/NrrGonI8gYRRogGZwQnE25PtkEyWkkzUYoXAwcFK1ug/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMzU2/ODYtMTU1ODc5Njcw/OS03NTI5LmpwZWc.jpeg,"Intro|Dog Breath Variations|Uncle Meat|Outrage At Valdez|Times Beach II|III Revised|The Girl In The Magnesium Dress|Be-Bop Tango|Ruth Is Sleeping|None Of The Above|Pentagon Afternoon|Questi Cazzi Di Piccione|Times Beach III|Food Gathering In Post-Industrial America, 1992|Welcome To The United States|Pound For A Brown|Exercise #4|Get Whitey|G-Spot Tornado",Official Release #62,Ali N. Askin,"[""Classical""]",0.91
Civilization Phaze III,1994,https://i.discogs.com/SeMT21GfvfcF1REDkfXrxNZZPXKisqkaRnfSWjMn7QQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzODY5/MDEtMTI4NjcxNTU4/OC5qcGVn.jpeg,"Act One|""This Is Phaze III""|Put A Motor In Yourself|""Oh-Umm""|They Made Me Eat It|Reagan At Bitburg|""A Very Nice Body""|Navanax|""How The Pigs' Music Works""|Xmas Values|""Dark Water!""|Amnerika|""Have You Heard Their Band?""|Religious Superstition|""Saliva Can Only Take So Much""|Buffalo Voice|""Someplace Else Right Now""|Get A Life|""A Kayak (On Snow)""|N-Lite|Act Two|""I Wish Motorhead Would Come Back""|Secular Humanism|""Attack! Attack! Attack!""|I Was In A Drum|""A Different Octave""|""This Ain't CNN""|""The Pigs' Music""|A Pig With Wings|""This Is All Wrong""|Hot & Putrid|""Flowing Inside-Out""|""I Had A Dream About That""|Gross Man|""A Tunnel Into Muck""|Why Not?|""Put A Little Motor In 'Em""|""You're Just Insultin' Me, Aren't You!""|""Cold Light Generation""|Dio Fa|""That Would Be The End Of That""|Beat The Reaper|Waffenspiel","Official Release #63

Effectively, ""Civilization Phaze Ⅲ"" is an extension of themes in Zappa's ""[url=http://www.discogs.com/Francis-Vincent-Zappa-Abnuceals-Emuukha-Electric-Orchestra-Chorus-Lumpy-Gravy/master/35641]Lumpy Gravy[/url]"" work of 1967. Completed before his death in 1993, with material from further recordings made in 1991 and 1992 and presented in two Acts.",Ali N. Askin,"[""Electronic"", ""Rock"", ""Classical""]",10.0
EIHN - Everything Is Healing Nicely,1999,https://i.discogs.com/a04L60KrZc4jMw5I-jmhLPHLfPtUA_6UO6-mRVKuVpQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2ODky/MC0xMjQ1NjAxNjIy/LmpwZWc.jpeg,Library Card|This Is A Test|Jolly Good Fellow|Roland's Big Event/Strat Vindaloo|Master Ringo|T'Mershi Duween|Nap Time|9/8 Objects|Naked City|Whitey (Prototype)|Amnerika Goes Home|None Of The Above (Revised & Previsited)|Wonderful Tattoo!,,Ali N. Askin,"[""Rock"", ""Classical""]",11.99
Star Maidens (Die Mädchen Aus Dem Weltraum),1999,https://i.discogs.com/WkHDejTfbzRvsNrvmrx75o1axx7QFUy5VzmWVaPRifU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNjcx/NDU2LTE1NDAwNzAw/OTctNTk0Mi5qcGVn.jpeg,Star Maidens Theme|Medora Escape|Die Erde!|Sex World|Akam On The Move|Der Schlüssel Zum Herrschen|Planet Medora|Attention: Runaways|Highway Patrol|Outsmart The Maidens|Medora Romance (Islands Over The Wind)|Star Maidens In Love|Twangy Brisba|Champagner!|Earth Party (I Like It)|Proton Storm|Starship Strut|Act Of Threat|The End Of Time|Space Waltz|Sowas Verrücktes...|Earth Romance (Tropical Island)|Saving Two Planets|Medora Party (Let's Dance Together)|Star Maidens End Theme|Earth Encounters|Star Maidens Main Theme (Radio Edit Remix)|Slice Of Time,,Ali N. Askin,"[""Electronic"", ""Jazz"", ""Non-Music"", ""Stage & Screen""]",47.56
The Zappa Album,2000,https://i.discogs.com/-9e1YH-hfIY9x6TT4xwqGc9bQa6dYcHSykuBN-K20DQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjUy/NzgtMTQ0MTQ2OTIz/Ny0yODY2LmpwZWc.jpeg,Night School|Sofa|Black Page #2|Uncle Meat|Igor's Boogie|Zoot Allures|Big Swifty|T'Mershi Duween|Alien Orifice|The Idiot Bastard Son|RDNZL|The Orange County Lumber Truck|Echidna's Arf (Of You)|Inca Roads|G-Spot Tornado,,Ali N. Askin,"[""Classical""]",5.81
La Linea - La Musica,2001,https://i.discogs.com/UpG1_91KKvSey2K-JHMzQ8d-87LhTU_tI0gpkNNrKOI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MjQy/MjktMTI0NTg3MzM4/My5qcGVn.jpeg,Countdown Uno / Linea Uno (Dip-Di-Casa Mix)|Linea Cinque Impaziente / Risata Uno|Linea Tre Jazz Rapido|Zampognaro / Linea Preludio|Linea Cinque Originale|Lui Commento Linea Tre Jazz Rapido|Linea Uno Voce Originale|Badubadu|Countdown Due (Linea Battuto Mix)|Sonatore Di Wild West|Baiubadu (Linea Due) Breve|Linea Cinque Variante|Linea Cinque Bossa|Risata Due / Linea Cinque Rock|Linea Amore / Linea Cinque Midi|Linea Quattro|Linea Cinque Chitarra|Baiubadu (Linea Due)|Trazom A.W. Edit|Bonus Tracks (Audio Excerpts Taken From Various Episodes)|Vent' Anni Dopo|La Linea Seguito 206 Chitarra (Badubadu)|La Linea Seguito 125 (Baiubadu)|La Linea Seguito 132 (Dubidubadu)|La Linea Seguito 8 (Dibidibidi)|Baiubadu (Linea Due) Finale|Dankeschön,,Ali N. Askin,"[""Electronic"", ""Jazz"", ""Non-Music"", ""Stage & Screen""]",6.62
Morricone Rmx,2001,https://i.discogs.com/YibUkDG1rJfXkgBonRufoIHm21ftOaJUJLeVtU8-Sf8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDAw/OS0xMjUwMTA3NTYz/LmpwZWc.jpeg,"The Man With The Harmonica (Apollo 440 Remix)|For A Few Dollars More (Terranova Remix)|Here's To You (Copasetic Con Vivi E Selda Remix)|Belinda May (Fantastic Plastic Machine Edit)|Clan Of The Sicilians (Amok Sicilian Remix)|Chi Mai (Edited Chi Mai Remix)|Il Grande Silencio (Thievery Corporation Remix)|Un Bacio (Un Bacio è Un Bacio è Un Bacio Remix)|Doricamente (Tommy Hools Remix)|Giocoso, Gioioso (Groove Corporation Remix)|La Bambola / Come Maddalena (Sofa Surfers Remix)|La Lucertola (De-Phazz Dub Mix)|Clan Of The Sicilians (Clone Of The Sicilians Mix)",,Ali N. Askin,"[""Electronic""]",1.15
Viva La Felicita,2002,https://i.discogs.com/pyxJD7_C9uBPmDwdiRg0-1DT57fYiLFWZQCSaroOpcA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg4MDU3/Ny0xNTcyMDMwNzY4/LTc3NjAuanBlZw.jpeg,Viva La Felicita (Phazzadelic Radio Remix)|Viva La Felicita (Phazzadelic Extended Remix)|Viva La Felicita (Worldless People Remix 1)|Viva La Felicita (Worldless People Remix 2)|Felicita (Rubato RLX Remix)|Ciao Rossi|Viva La Felicita (Phazzadelic Remix Video Clip),,Ali N. Askin,"[""Electronic""]",4.64
Plays Frank Zappa - Greggery Peccary & Other Persuasions - A Selection Of Works,2003,https://i.discogs.com/gajfm7Xq8TF3pfQm5Mi1FmktPdmaPhyUEJ9aICgNpNI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExOTI1/NjAtMTQ5NDk0MDA1/NS0yNzUyLmpwZWc.jpeg,Moggio|What Will Rumi Do?|Night School|Revised Music For Low Budget Orchestra|The Beltway Bandits|A Pig With Wings|Put  A Motor In Yourself|Peaches En Regalia|Naval Aviation In Art?|The Adventures Of Greggery Peccary,,Ali N. Askin,"[""Electronic"", ""Rock"", ""Classical""]",10.78
Bye And Bye I'm Going To See The King,2010,https://i.discogs.com/9rRVJZ_prieryx9QbGoyAOLYW-hR-w5exszY9JCq238/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNTU0/MzQtMTU5NzIxMzM0/OC04OTc4LmpwZWc.jpeg,"Babylon|Bye And Bye I'm Going To See The King|Om|Blue, Even|When The Roll Is Called|Earth Magic",,Ali N. Askin,"[""Blues"", ""Electronic"", ""Rock""]",3.49
