name,release_date,image,songs,notes,artist,genre,price
Emotions,1997,https://i.discogs.com/EBKNA9aFjmWVbL_iWKbTjZrTpZrQ8MBMX0R52diD-LA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MTk5/LTEyMzQ1MzMzMzQu/anBlZw.jpeg,Emotions|Freedom|The Place To Be|Vibrations,"""Emotions"" samples the opening brass of [m119659].
""Freedom"" samples the closing synth of [m148294].
""Vibrations"" samples the opening drumloop of [r321044].",DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",1.16
The Winkki Wax Project II,1997,https://i.discogs.com/Rbg5H7PXUZwVRjMkzK-OmPVXBq-kjVkjtsfxGAigLd8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4OTk4/NC0xNjM1MDU1ODcw/LTc1ODQuanBlZw.jpeg,Ghetto Discharge|State Of Independence,,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",1.32
Mission Control,1997,https://i.discogs.com/4gwD4Nu95ClAvrWEbCzkmO2qwzrwhlQDDPaC6m-aBxU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5MDA3/Mi0xNDgzNDgxNzgw/LTMwNjMuanBlZw.jpeg,Mission Control (Dub Foundation Mix)|Mission Control (Klubbheads Mix),,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",2.0
Progressive Attack 7,1997,https://i.discogs.com/DaYUvMuGDsWf9h35r9xwAEmKly3sQEVv61ZLj0DL0kw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2Nzk3/Mi0xNjMzODcxMzE2/LTE3NDMuanBlZw.jpeg,Circusclown (Echo Acid Drops Mix)|Face The Phase Part II|Straight To Ya (Club For Life)|Come Down (Mel O'Ween & C. Johnson Remix)|So Delicious|Unknown Grooves|Drop The Gun (Porn Kings Mix)|Guide To Eternity (Paul's Cut)|I'm Gorgeous (Balearic Summer Mix)|Peace On Earth|Click|Genetic (Club Mix)|Te Quierro '97 (Taucher Remix)|Absolution|Los Ninos Del Parque|Up And Down (Jumping Mix)|Spiller From Rio (Do It Brazilian)|Follow Me (Dub Mix)|Make Up Your Mind (Universal Club Mix)|The Message (Around This World Mix)|Oh My Darling I Love You (Heavy Mix)|Dirty Cash (Da Techno Bohemian Speed Garbage Mix)|Magneta|Take Me Up (Pizziwave Club)|What Is It (Classic Mix)|Discobug '97 (Klubbkings Mix)|Keep Your Head (Klubbheads Mix)|Limed (Not Limed)|The Real Bass (Pre-Release Version),,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",0.52
Mega Dance '97 Volume 3,1997,https://i.discogs.com/TQvB3ERIUQrsLWZTNB9hoPq78kg6XnMoQ8Ozs0vMJWc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU5NTI5/NC0xMTc1MDA3NTcw/LmpwZWc.jpeg,"Fiesta De Los Tamborileros (Jaydee's Radio Edit)|Maria (Spanglish Radio Edit)|Ecuador (Airplay Edit)|Samba De Janeiro (7"""" Radio Version)|My Side Of Town (Radio Edit)|One Day (Radio Version)|Café Del Mar (Cosmic Baby's Impression)|Atomic (Flamman & Abraxas Radio Mix)|Love Shine A Light (Xenomania Club Mix)|Fired Up! (Club 69 Edit)|Do You Wanna Funk (Slammin' Club Edit)|Funkytown (Radio Mix)|La Vache (Praga's Radio Edit) |Kay Merry-Go-Round (Dub Foundation Radio Mix) |Scared (Edit)|Oxygène 10 (Sash! Remix (Single Edit))|The Boss (Kenlou Radio Mix)|Kaleidoscope Skies (Radio Edit)|Fire Water Burn (Jim Makin' Jamaican Mix)|Gabbersaurus (Radio Mix)",,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic"", ""Rock"", ""Latin"", ""Pop""]",0.7
Klubbheads Only !,1997,https://i.discogs.com/dN8LEg4HR8MlKGIE8ZpIzaoh0R3KrHVSy7c_qzqdOjE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4Nzgx/LTEyNDA2NzM2NzEu/anBlZw.jpeg,That Side|A Walking Nightmare (Klubbheads SG Mix)|Dialogue (Da Klubbkings Mix)|This Side|Discohopping (Dub Foundation Mix By DJ Mark Van Dale & DJ Enrico)|Ruff Kutz (Brooklyn Bounce Undertaker Mix),,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",3.48
"Seed, Scattered",1997,https://i.discogs.com/_y4yTtoN3ix-74SiynmFVppb3YYOhRNrlDoiDeB5WUg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyMTY2/LTEwNzYxODY1NjQu/anBn.jpeg,"Seed, Scattered (Dub Foundation Remix By DJ Mark Van Dale And DJ Enrico)|Seed, Scattered (Original Mix)|Seed, Scattered (S'N'S Remix By DJ Stef And Sander Kleinenberg)|Look Out (Original Mix)",Originally released on [r169989].,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",1.16
Nasty Girl,1997,https://i.discogs.com/grTFzjK6M_4SmXInCsClrXAt1EuQmBlyIpbNCENWz_8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU5NDE0/OS0xMjU5MDExNzY5/LmpwZWc.jpeg,Nasty Girl (Final Radio Edit)|Nasty Girl (Dub Foundation Remix)|Nasty Girl (Mass Appeal Revamp Remix)|Nasty Girl (Nasty Groove Mix)|Nasty Girl (Final Extended Mix)|Drop Da Beat,,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",1.16
Follow Me,1997,https://i.discogs.com/9VBI-1QnF-oHDI_YqGke5Uuam16GjAA5VXggCxEpHj4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwOTIw/LTExMDk2ODE5ODAu/anBn.jpeg,"Follow Me (Original Mix)|Follow Me (Dub Foundation Mix)|Follow Me (Klubbheads ""Mental Bizz"" Mix)|Follow Me (DJ Disco ""Disco Madness"" Mix)",,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",1.15
You Are Deep In My Heart,1997,https://i.discogs.com/4Ng4y6QmTsrOV2fX81hgYLiHCdDvdhid1TTFgtYAr4Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNzQx/OS0xMjk5MjMyNzE4/LmpwZWc.jpeg,You Are Deep In My Heart (R.A.F. Zone Mix)|You Are Deep In My Heart (T.S.O.B. Mix)|You Are Deep In My Heart (Mediterranean Mix)|You Are Deep In My Heart (Club Mix)|You Are Deep In My Heart (Radio Mix),,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",0.86
Kay Merry-Go-Round,1997,https://i.discogs.com/5JIdzt8OPdWq82dc824svaRAVviy3I_RbrQfYO8Uc5A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU5OTI1/LTE1NDIxOTE3NzUt/NzI4MS5qcGVn.jpeg,"Kay Merry-Go-Round (Phantom Power)|Kay Merry-Go-Round (Kay's Original Mix)|Kay Merry-Go-Round (Passion Boy's ""The Word's My Shepherd"" Mix)",,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",0.83
Top Hits 99 Volume 1,1998,https://i.discogs.com/vL-wjzZvTyS1Jw5g2A1trX-1DRsUryRKiqTboYcpnes/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3MTcy/OS0xNDkwNDQ3MTkx/LTk1NzMuanBlZw.jpeg,"Kwakhak|Don't Touch That Stereo (Radio Mix)|Boom, Boom, Boom, Boom!! (Airplay)|Would You...? (Radio Edit)|Wall Street (Radio Edit)|You (Radio Edit)|King Of My Castle (Radio Edit)|Shock!|Don't Hold Back (Trance Radio Edit)|Power Woman (Dub Foundation Mix)|Move Mania (Video/Radio Mix)|Gala Megamix|Liquid Skies (Radio Version)|Loose Control|Universal Nation (Radio Edit)|How Much Is The Fish?|Burning|Crush|Straight Till The End (Radio Vocal Edit)|Do U Know|Bonustracks|Albert Rap|Le Rap D'Albert",,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic"", ""Hip Hop"", ""Pop""]",0.17
Dream Dance Vol.10,1998,https://i.discogs.com/sn0QS_QYT6mR2FegujmA5CUm7KhdD0eJkeP7rPaGVxs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NTQ1/OC0xMzU5OTIwMzUx/LTYwOTIuanBlZw.jpeg,Pulverturm (Radio Edit)|Protect Your Mind (Instrumental Version)|9PM (Till I Come) (Radio Edit)|Paraiso (Video Mix)|For An Angel|Where? (Kevin C. Cox Radio Edit)|Power Woman (Dub Foundation Radio Mix)|Sync In|Play With The Voice (Stereo & Monello's Radio Edit)|Human '98 (Talla 2XLC Radio/Video Mix)|Hale Bopp (Radio Edit)|Love Sensation (Olav Basoski Hairhunter Remix)|Body Shine (Short Mix)|My Secrets (Single Cut)|Rush Me (Radio Edit)|Did You Hear Me? (Phase II Mix)|Mankind (Radio Mix)|The Spirit (Vocal Radio Edit)|Mysterious Times (Radio Mix)|Jastamba (Instrumental Radio Mix/Edit)|She Knows You (Radio Edit)|Timerider (Club Mix)|Vila Nova (Oriney Yassaneiy) (Club Radio Mix)|Beatbox (Radio Box)|Die Unendlichkeit (Red Robot Radio Edit)|Greece 2000 (Radio Edit)|Believe In You (The Whistle Song) (Aerospace Remix Edit)|Hypnotic (Radio Edit)|Headcrash (Radio Edit)|Accelerator (DJ Taucher Remix (Radio))|Cafe Del Mar (Nalin & Kane Rmx)|Formula '98 (DJ Beam Video Mix)|Contact (Vengaboys Remix)|Sensation (Marino Stephano Radio Remix)|Inspiration Vibes (Airplay Mix)|El Nino (Radio Edit)|Simulation (Radio Version)|Eternity (For The Radio)|Life On Mars (Short Mix),,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",1.15
Power Woman,1998,https://i.discogs.com/sUPdihZkax9vuY55A6XI8I7qQULYripP15FHa2ERn5w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MTA1/OS0xMTY0NjU1MDc2/LmpwZWc.jpeg,Power Woman (Dub Foundation Radio Mix)|Power Woman (Klubbheads Speed Klubb Dub)|Power Woman (Venga Boys Remix)|Power Woman (Dub Foundation Extended)|It's A Dub Foundation,,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",0.29
Been Around,1998,https://i.discogs.com/mQ2oWmWosz7BdXQ1XcnS-HrHA1IePiG3irV9pYLktXU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5Njkx/My0xNDY0NTQ0MzY3/LTYxOTkuanBlZw.jpeg,Been Around (Boris Dlugosch & Michi Lange's Elusive Radio Mix)|Been Around (Joey Musaphia Mix)|Been Around (Boris Dlugosch & Michi Lange's Elusive Club Mix)|Been Around (Mark Van Dale With Enrico Mix)|Been Around (Dub Foundation Mix)|Been Around (Triple S Mix),,DJ Jean Proudly Presents Dub Foundation Feat. Enrico And Mark Van Dale*,"[""Electronic""]",1.57
Eight Day Music,1994,https://i.discogs.com/Z5_Ud5aTeikbQH9LhMqBxARtCH8pmFH_PX_1fMUnkGY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwODAx/NjktMTMzNjE4NzIz/OC5qcGVn.jpeg,Rhythmic Itch|Hemispheres (Part 1)|Trouble Down Groove|Hemispheres (Part 2),,Anoesis,"[""Electronic""]",17.5
The Anoesis EP,1994,https://i.discogs.com/rDYM1h2QQ0IK8386iHCEVuw2vn9i7iAl_ebsDuurDU4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwODAx/NTktMTE5MTA2OTUx/NC5qcGVn.jpeg,That Side|Heavy Water|Diact|This Side|Providence Island|Swift,,Anoesis,"[""Electronic""]",28.0
Shatter,1997,https://i.discogs.com/A5lanr5gF8Jat8nY4tRAHeGn1G_x8dJIRzZGV8lftz0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk3NTY4/LTEzMzU2NTc0MDEu/anBlZw.jpeg,Shatter|Straker|Search For Truth,,Anoesis,"[""Electronic""]",5.81
Silver Mirrors Of Her Eyes,2019,https://i.discogs.com/BbzMQ-kuLBQvOL0kiyejeSi9kBq6ycgnGM8AS667vw4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MTUy/MTY3LTE1OTExMjM4/ODYtOTYyMS5wbmc.jpeg,Silver Mirrors Of Her Eyes,,Anoesis,"[""Electronic""]",6.71
Heavy Water,2023,https://i.scdn.co/image/ab67616d0000b273bf58a215da8580d25a8d34e1,Heavy Water|Heavy Water (D. Tiff's Floating To The Top Mix)|Diact|Trouble Down Groove,,Anoesis,"[""Electronic""]",13.37
Lesson One Revised,1997,https://i.discogs.com/MG2aiq5CpsJKsSZe6mB0FLB0P_yCsrSNEpW625rdufA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk1NDU1/Ni0xMjY5ODcwNzEz/LmpwZWc.jpeg,Slide Up (Anoesis Mix)|Tell Me Why (Soul Circuit Mix)|Miss Thang (Rae & Christian Mix)|Cougar (DJ Cam Mix)|Action Tape (Mad Scope Mix)|Original Oddstep (Grand Unified Mix)|One We Made Earlier... (A Story We Told Later Mix)|Minkey Pt 1 (Alex Gopher Mix)|The River (A Forest Mighty Black Mix)|Change Of Plan (Funky Fresh Few Mix)|Slide Up (Moving Mix),,Anoesis,"[""Electronic""]",2.65
Lesson One Revised,1998,https://i.discogs.com/XktmqnxRejJtnaSktVzNqy5gqAuFCe7PV--71JN5BhA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjk3/MC0xMTcwMTk0NjE2/LmpwZWc.jpeg,Slide Up (Anoesis Mix)|Tell Me Why (Soul Circuit Mix)|Miss Thang (Rae & Christian Mix)|Cougar (DJ Cam Mix)|Action Tape (Mad Scope Mix)|Original Oddstep (Grand Unified Mix)|One We Made Earlier... (A Story We Told Later Mix)|Minkey Pt 1 (Alex Gopher Mix)|The River (A Forest Mighty Black Mix)|Change Of Plan (Funky Fresh Few Mix)|Slide Up (Moving Mix),,Anoesis,"[""Electronic""]",2.65
Disco Death Race 2000,1996,https://i.discogs.com/iK91oQch1dVUxt-0LKmmY9XZk62SOrkYqa4ezhWTYU8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNTU4/LTE0OTY0NTQ4OTAt/MTgzMC5qcGVn.jpeg,Sixteen Bit Suicide|Go Speed Go|Take Me|Eat Me Raw|Feel So Good|Believe (Red Eye Mix)|Hypnotic Love (Trancy Version)|Lucifer's Halo (Kickin' The Dog Mix)|Trouble Down Groove|Free Bass|Just Keep On|U Make Me Function|Auburn|Get Off The Street|Hear The Drummer,,Anoesis,"[""Electronic""]",2.33
Music For Modern Living Vol. 1,1998,https://i.discogs.com/rW4b1LIEWT3QlXmoe0yj8zpgOPgeS8SSdEobCCeCG-w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkyNDc0/NS0xNDUwNzgwMzE1/LTk0NTkuanBlZw.jpeg,Happy Sad (Single Edit)|Bluebeard (Space Patrol 2000 Mix)|Waking Up (Remix)|I'm Flying|Black Baby|Oi That's My Bird|Unmentionables|There's Gonna Be One Hell Of A Storm|The Flag (Man From Atlantis Mix)|Native Easiness|From: Imola To: Monaco|Can Ya Undastand|No Haze|Shatter (Short Version),,Anoesis,"[""Electronic""]",2.21
Positive Charge / Schizophrenic,1998,https://i.discogs.com/nuoGMsHSMK6dHo6Q2sBrgMryueKBMEp3a667Gk0HMhU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNzUz/MC0xNDUzNzY2OTcw/LTQ2MzcuanBlZw.jpeg,Positive Charge|Schizophrenic,,Leo,"[""Electronic""]",1.16
Volume 6,1998,https://i.scdn.co/image/ab67616d0000b273974ef9e29b709a015f068662,Spellbound|Predator,,Leo,"[""Electronic""]",0.58
Hauté Densite / Angel Heart,1998,https://i.discogs.com/h6yEhDxCx0j0Rf_J2Ek3a6q65HvI0MeGuwuTSfQx1TU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwODU0/My0xMTEzMjkxNDI4/LmpwZw.jpeg,Hauté Densite|Angel Heart,,Leo,"[""Electronic""]",1.62
Volume 9,1998,https://i.scdn.co/image/ab67616d0000b273e34b0adabcba738961b2debb,Parameter|Mission Air,,Leo,"[""Electronic""]",1.92
Pour Toi,1998,https://i.scdn.co/image/ab67616d0000b27364f2435009b884f93d328c2f,"Pour Toi (Radio Edit)|Album Medley (Née Pour Enfanter,When You Wanna Move,Say No,Do What You Want,Won't You Play,Control,All Because)",,Leo,"[""Hip Hop"", ""Pop""]",2.31
Arctic Foundations,2006,https://i.discogs.com/d-qZwKmvenrBsV-rToUL-pTNIK-j4KbVj8-wQSrLqYU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc0MDYy/MS0xMTU1MjAyMTE5/LmpwZWc.jpeg,8th Sense (Remix)|Archaic|Scorpio Calls|Born Again|Halcyon 4.1|How You Feel|Perimeter Two|B-Boy Antiquity|8th Sense|Criterion|Sample Me 11|Afterlife,,Leo,"[""Electronic""]",39.49
Made In Hellfire,2008,https://i.discogs.com/ek0tqs8hzX69X7rtMKilv8EzaEUo5V6cgneQ3o3fKHM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4MDIz/MTktMTM3NTk4MDI4/Ni02NTI2LmpwZWc.jpeg,War|Nightmare|Illusion Of Truth|You Tell Us Lies|Destructive Hate|Devils Dancing On The Graves|Will Bullets Stop The Violence|Long Darkness|Mindwar|A Little Punk Rock Poem|Day Of The Dead|Funeral Of Our World|Ausgebombt,,Leo,"[""Rock""]",0.58
5 Classic Albums,2016,https://i.discogs.com/ER_rUv7XmKeq8eST7_Wcmq7eN2OoPtUz9swb1z1p0gE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNTg1/ODczLTE1NTY5OTA4/ODctNjM2Ni5qcGVn.jpeg,Voyage Of The Acolyte|Ace Of Wands|Hands Of The Priestess Part I|A Tower Struck Down|Hands Of The Priestess Part II|The Hermit|Star Of Sirius|The Lovers|Shadow Of The Hierophant|Please Don't Touch|Narnia|Carry On Up The Vicarage|Racing In A|Kim|How Can I?|Hoping Love Will Last|Land Of A Thousand Autumns|Please Don't Touch|The Voice Of Necam|Icarus Ascending|Spectral Mornings|Every Day|The Virgin And The Gypsy|The Red Flower Of Tachai Blooms Everywhere|Clocks - The Angel Of Mons|The Ballad Of The Decomposing Man|Lost Time In Cordoba|Tigermoth|Spectral Mornings|Defector|The Steps|Time To Get Out|Slogans|Leaving|Two Vamps As Guests|Jacuzzi|Hammer In The Sand|The Toast|The Show|Sentimental Institution|Highly Strung|Camino Royale|Cell 151|Always Somewhere Else|Walking Through Walls|Give It Away|Weightless|Group Therapy|India Rubber Man|Hackett To Pieces,,Leo,"[""Rock""]",9.33
Blue Bird EP,2025,https://i.discogs.com/o3NviAZ_VhHEg4yRupct-Ib4abbWbzjQU3UszWxxHl4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MjY5/Njg4LTE3NDk5MzE0/MTAtNzgyNC5wbmc.jpeg,Don't Look At Me |Pathetic ,,Leo,"[""Rock""]",0
Arctic Foundations,2006,https://i.discogs.com/0jWgkBE2KNPyqYxiaT29ZzRa4hxDe13j1d6j0jOs0Js/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzMTk3/NzU0LTE3NDAwNjk4/MjUtNTkzMC5qcGVn.jpeg,8th Sense (Remix)|Archaic|Scorpio Calls|Born Again|Halcyon 4.1|How You Feel|Perimeter Two|B-Boy Antiquity|8th Sense|Criterion|Sample Me 11|Afterlife,,Leo,"[""Electronic""]",39.49
Porno Tunes,1996,https://i.discogs.com/Sd08CuMzMRReeUlevXoF78uDONPwwtCVpsas7nAhmlE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NzAz/NTctMTQwMjg2NDgx/MS01OTYwLmpwZWc.jpeg,Movin' Keys (Hard)|Aquabass (Live At Nitsa 03/03/96)|Spank (Juan 707)|Milinko,,HD Substance,"[""Electronic""]",2.33
Eleven,1997,https://i.scdn.co/image/ab67616d0000b2739463bd297be652362d8dd42f,Hello Dolly|Frank & Francois|Londres Es Frío|Corriente Continua (Live Sonar 96)|Green Grass (Cheeba My Love)|Bicho Pantanoso|Hendrix Is Dead|Kathy's House|Seb's House|Kosher Beat|Mind Tattoo,,HD Substance,"[""Electronic""]",9.3
Costumes,1998,https://i.discogs.com/pCTqhWtzICA4hLClVsU5mqLYacBFvO1PnrKDgbTsys0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2OTk3/NDItMTQ4MzczNjUz/MC05MDk5LmpwZWc.jpeg,Sniff & Split|Vodka & Lemon|Hard Sex|Cowboy,,HD Substance,"[""Electronic""]",10.45
Personal Computer Tracks,2000,https://i.discogs.com/X22jir04Q7Lxlq29yaFN-xiAvQB0zngB75SrJmZzWQE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMzUz/NTI1LTE1NTI2MzY2/NTAtODMwMC5qcGVn.jpeg,1401.wav|0801.wav|0302.wav|0501.wav,,HD Substance,"[""Electronic""]",6.86
Espania EP,2000,https://i.discogs.com/Fv3hMJHGxH2kwb-mTc2fazxeEBdb7vq0WmAL2Pb7vlo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NTMz/LTEyNjI1NjMwMDku/anBlZw.jpeg,Houze|Respect|Vertix|Speedor|Hellroom,,HD Substance,"[""Electronic""]",19.71
Madriders EP,2004,https://i.discogs.com/YsO0YbwAGlh03GWNgHONMDfTlz9cZvZ-6dcHxXDnIPQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwOTcz/Ny0xMTI1NTA1ODIx/LmpwZWc.jpeg,Dealer!|Hardisk#1|Hardisk#2|Man On The Moon,,HD Substance,"[""Electronic""]",4.64
Retraso Del Pardon EP,2004,https://i.discogs.com/6GvyUFQJKZ81VWMdGCh-lYZTYYNxpbIC2OiHOjqUqng/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MDg1/My0xMTA1NjA3Mzg4/LmpwZw.jpeg,Orto|Definition|Wine|Chop,,HD Substance,"[""Electronic""]",2.31
Somewhere Down EP,2007,https://i.discogs.com/l20DS6DwGb1BdBPFOeZQdcF7uNEJBH4E6P1bN9hziws/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMDU0/MzAtMTE4MzE0NDEy/MC5qcGVn.jpeg,Somewhere Down|Silicon Cut,,HD Substance,"[""Electronic""]",7.85
Marriot Room 808,2013,https://i.scdn.co/image/ab67616d0000b273643357ab6b4669ea5b967d4a,This Side|Under Styled|Other Side|Beatz Before The D|Panorama 2.0,,HD Substance,"[""Electronic""]",11.63
Circular 14,2014,https://i.scdn.co/image/ab67616d0000b2733cdeba73217e90c0a4599409,After Bike|Allergy Atorm|Espacio,,HD Substance,"[""Electronic""]",0
DJ Mix,2016,https://i.discogs.com/29DCiZsNZXhQFgxiMqfJiD0ynNKiwl64U5J8qHMRs4w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMDY4/NTAtMTQ3MzE1Nzg0/OC04NzE1LmpwZWc.jpeg,HD Substance - DJ Mix|HD Substance - DJ Mix,,HD Substance,"[""Electronic""]",0
Essential 004,2019,https://i.scdn.co/image/ab67616d0000b27335e112eec25d48f7dd1ae328,Focal Ratio|Variable Star,,HD Substance,"[""Electronic""]",0
Wasps,2023,https://i.scdn.co/image/ab67616d0000b2738f9c4979ceb51fc21ba003a9,Yellow Jacket|Vespa Crabro|Vespa Velutina|Polybia|Potter Wasp,,HD Substance,"[""Electronic""]",0
Operation EP,1998,https://i.discogs.com/3SdjidkegDfPJxGT5GdHAljpcDZQ3PR-_E4CmOxxHHQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTczMzM4/Ny0xMzY5OTQ3NDkx/LTU4MjIuanBlZw.jpeg,Jump|Jump (HD Substance 5pts Mix)|Big Mouth|The Bastard,,HD Substance,"[""Electronic""]",17.44
Rare Loop (Remixes),1998,https://i.discogs.com/euFOjcfpyuxHlOyjWRLduyTKtb9L6pVJMRhfW-vK2hQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNzUy/MTMtMTE5ODM0OTU1/NS5qcGVn.jpeg,Rare Loop (Original)|Rare Loop (Milinko Back To School Mix)|Rare Loop (Cio Self Abused Mix)|Rare Loop (Toni Rox Insane Hold Edit)|Rare Loop (HD Substance Cortocircuito Mix),,HD Substance,"[""Electronic""]",11.23
